"Código Localidade";"Nome Localidade";"Ano";"Faixa Etária - Escolar";"Total"
80011;"Brasilândia";2011;"18 a 19 anos";9.449
80011;"Brasilândia";2011;"Total da Seleção";90.574
80011;"Brasilândia";2011;"Total Geral da População";266.514
80012;"Butantã";2011;"00 a 03 anos";1.970
80012;"Butantã";2011;"04 a 05 anos";936
80012;"Butantã";2011;"06 anos";464
80012;"Butantã";2011;"07 a 10 anos";1.882
80012;"Butantã";2011;"11 a 14 anos";2.007
80012;"Butantã";2011;"15 a 17 anos";1.579
80012;"Butantã";2011;"18 a 19 anos";1.258
80012;"Butantã";2011;"Total da Seleção";10.096
80012;"Butantã";2011;"Total Geral da População";54.184
80013;"Cachoeirinha";2011;"00 a 03 anos";8.457
80013;"Cachoeirinha";2011;"04 a 05 anos";4.070
80013;"Cachoeirinha";2011;"06 anos";2.074
80013;"Cachoeirinha";2011;"07 a 10 anos";8.821
80013;"Cachoeirinha";2011;"11 a 14 anos";9.658
80013;"Cachoeirinha";2011;"15 a 17 anos";7.116
80013;"Cachoeirinha";2011;"18 a 19 anos";4.848
80013;"Cachoeirinha";2011;"Total da Seleção";45.044
80013;"Cachoeirinha";2011;"Total Geral da População";143.779
80014;"Cambuci";2011;"00 a 03 anos";1.782
80014;"Cambuci";2011;"04 a 05 anos";819
80014;"Cambuci";2011;"06 anos";403
80014;"Cambuci";2011;"07 a 10 anos";1.617
80014;"Cambuci";2011;"11 a 14 anos";1.663
80014;"Cambuci";2011;"15 a 17 anos";1.202
80014;"Cambuci";2011;"18 a 19 anos";879
80014;"Cambuci";2011;"Total da Seleção";8.365
80014;"Cambuci";2011;"Total Geral da População";37.317
80015;"Campo Belo";2011;"00 a 03 anos";2.625
80015;"Campo Belo";2011;"04 a 05 anos";1.239
80015;"Campo Belo";2011;"06 anos";611
80015;"Campo Belo";2011;"07 a 10 anos";2.442
80015;"Campo Belo";2011;"11 a 14 anos";2.486
80015;"Campo Belo";2011;"15 a 17 anos";1.821
80015;"Campo Belo";2011;"18 a 19 anos";1.352
80015;"Campo Belo";2011;"Total da Seleção";12.576
80015;"Campo Belo";2011;"Total Geral da População";65.577
80016;"Campo Grande";2011;"00 a 03 anos";4.667
80016;"Campo Grande";2011;"04 a 05 anos";2.219
80016;"Campo Grande";2011;"06 anos";1.122
80016;"Campo Grande";2011;"07 a 10 anos";4.728
80016;"Campo Grande";2011;"11 a 14 anos";5.166
80016;"Campo Grande";2011;"15 a 17 anos";3.893
80016;"Campo Grande";2011;"18 a 19 anos";2.689
80016;"Campo Grande";2011;"Total da Seleção";24.484
80016;"Campo Grande";2011;"Total Geral da População";101.353
80017;"Campo Limpo";2011;"00 a 03 anos";12.707
80017;"Campo Limpo";2011;"04 a 05 anos";6.006
80017;"Campo Limpo";2011;"06 anos";3.061
80017;"Campo Limpo";2011;"07 a 10 anos";13.119
80017;"Campo Limpo";2011;"11 a 14 anos";14.392
80017;"Campo Limpo";2011;"15 a 17 anos";10.155
80017;"Campo Limpo";2011;"18 a 19 anos";6.910
80017;"Campo Limpo";2011;"Total da Seleção";66.350
80017;"Campo Limpo";2011;"Total Geral da População";213.067
80018;"Cangaiba";2011;"00 a 03 anos";7.010
80018;"Cangaiba";2011;"04 a 05 anos";3.340
80018;"Cangaiba";2011;"06 anos";1.714
80018;"Cangaiba";2011;"07 a 10 anos";7.462
80018;"Cangaiba";2011;"11 a 14 anos";8.446
80018;"Cangaiba";2011;"15 a 17 anos";6.253
80018;"Cangaiba";2011;"18 a 19 anos";4.360
80018;"Cangaiba";2011;"Total da Seleção";38.585
80018;"Cangaiba";2011;"Total Geral da População";136.745
80019;"Capão Redondo";2011;"00 a 03 anos";16.465
80019;"Capão Redondo";2011;"04 a 05 anos";7.985
80019;"Capão Redondo";2011;"06 anos";4.095
80019;"Capão Redondo";2011;"07 a 10 anos";17.589
80019;"Capão Redondo";2011;"11 a 14 anos";19.261
80019;"Capão Redondo";2011;"15 a 17 anos";13.695
80019;"Capão Redondo";2011;"18 a 19 anos";9.292
80019;"Capão Redondo";2011;"Total da Seleção";88.382
80019;"Capão Redondo";2011;"Total Geral da População";271.332
80020;"Carrão";2011;"00 a 03 anos";3.291
80020;"Carrão";2011;"04 a 05 anos";1.610
80020;"Carrão";2011;"06 anos";825
80020;"Carrão";2011;"07 a 10 anos";3.551
80020;"Carrão";2011;"11 a 14 anos";3.996
80020;"Carrão";2011;"15 a 17 anos";3.075
80020;"Carrão";2011;"18 a 19 anos";2.189
80020;"Carrão";2011;"Total da Seleção";18.537
80020;"Carrão";2011;"Total Geral da População";83.483
80021;"Casa Verde";2011;"00 a 03 anos";3.999
80021;"Casa Verde";2011;"04 a 05 anos";1.888
80021;"Casa Verde";2011;"06 anos";953
80021;"Casa Verde";2011;"07 a 10 anos";4.016
80021;"Casa Verde";2011;"11 a 14 anos";4.394
80021;"Casa Verde";2011;"15 a 17 anos";3.244
80021;"Casa Verde";2011;"18 a 19 anos";2.333
80021;"Casa Verde";2011;"Total da Seleção";20.827
80021;"Casa Verde";2011;"Total Geral da População";85.694
80022;"Cidade Ademar";2011;"00 a 03 anos";15.530
80022;"Cidade Ademar";2011;"04 a 05 anos";7.392
80022;"Cidade Ademar";2011;"06 anos";3.755
80022;"Cidade Ademar";2011;"07 a 10 anos";15.960
80022;"Cidade Ademar";2011;"11 a 14 anos";17.505
80022;"Cidade Ademar";2011;"15 a 17 anos";12.823
80022;"Cidade Ademar";2011;"18 a 19 anos";8.917
80022;"Cidade Ademar";2011;"Total da Seleção";81.882
80022;"Cidade Ademar";2011;"Total Geral da População";268.587
80023;"Cidade Dutra";2011;"00 a 03 anos";10.618
80023;"Cidade Dutra";2011;"04 a 05 anos";5.193
80023;"Cidade Dutra";2011;"06 anos";2.675
80023;"Cidade Dutra";2011;"07 a 10 anos";11.586
80023;"Cidade Dutra";2011;"11 a 14 anos";12.890
80023;"Cidade Dutra";2011;"15 a 17 anos";9.407
80023;"Cidade Dutra";2011;"18 a 19 anos";6.453
80023;"Cidade Dutra";2011;"Total da Seleção";58.822
80023;"Cidade Dutra";2011;"Total Geral da População";196.857
80024;"Cidade Lider";2011;"00 a 03 anos";6.873
80024;"Cidade Lider";2011;"04 a 05 anos";3.394
80024;"Cidade Lider";2011;"06 anos";1.741
80024;"Cidade Lider";2011;"07 a 10 anos";7.435
80024;"Cidade Lider";2011;"11 a 14 anos";8.153
80024;"Cidade Lider";2011;"15 a 17 anos";6.057
80024;"Cidade Lider";2011;"18 a 19 anos";4.161
80024;"Cidade Lider";2011;"Total da Seleção";37.814
80024;"Cidade Lider";2011;"Total Geral da População";127.438
80025;"Cidade Tiradentes";2011;"00 a 03 anos";13.777
80025;"Cidade Tiradentes";2011;"04 a 05 anos";7.053
80025;"Cidade Tiradentes";2011;"06 anos";3.669
80025;"Cidade Tiradentes";2011;"07 a 10 anos";15.871
80025;"Cidade Tiradentes";2011;"11 a 14 anos";17.269
80025;"Cidade Tiradentes";2011;"15 a 17 anos";12.273
80025;"Cidade Tiradentes";2011;"18 a 19 anos";7.982
80025;"Cidade Tiradentes";2011;"Total da Seleção";77.894
80025;"Cidade Tiradentes";2011;"Total Geral da População";213.660
80026;"Consolação";2011;"00 a 03 anos";1.404
80026;"Consolação";2011;"04 a 05 anos";671
80026;"Consolação";2011;"06 anos";328
80026;"Consolação";2011;"07 a 10 anos";1.302
80026;"Consolação";2011;"11 a 14 anos";1.487
80026;"Consolação";2011;"15 a 17 anos";1.388
80026;"Consolação";2011;"18 a 19 anos";1.409
80026;"Consolação";2011;"Total da Seleção";7.989
80026;"Consolação";2011;"Total Geral da População";57.372
80027;"Cursino";2011;"00 a 03 anos";4.871
80027;"Cursino";2011;"04 a 05 anos";2.308
80027;"Cursino";2011;"06 anos";1.152
80027;"Cursino";2011;"07 a 10 anos";4.740
80027;"Cursino";2011;"11 a 14 anos";5.098
80027;"Cursino";2011;"15 a 17 anos";3.971
80027;"Cursino";2011;"18 a 19 anos";2.884
80027;"Cursino";2011;"Total da Seleção";25.024
80027;"Cursino";2011;"Total Geral da População";109.587
80028;"Ermelino Matarazzo";2011;"00 a 03 anos";6.438
80028;"Ermelino Matarazzo";2011;"04 a 05 anos";3.091
80028;"Ermelino Matarazzo";2011;"06 anos";1.576
80028;"Ermelino Matarazzo";2011;"07 a 10 anos";6.724
80028;"Ermelino Matarazzo";2011;"11 a 14 anos";7.395
80028;"Ermelino Matarazzo";2011;"15 a 17 anos";5.421
80028;"Ermelino Matarazzo";2011;"18 a 19 anos";3.748
80028;"Ermelino Matarazzo";2011;"Total da Seleção";34.393
80028;"Ermelino Matarazzo";2011;"Total Geral da População";114.143
80029;"Freguesia do Ó";2011;"00 a 03 anos";6.480
80029;"Freguesia do Ó";2011;"04 a 05 anos";3.064
80029;"Freguesia do Ó";2011;"06 anos";1.572
80029;"Freguesia do Ó";2011;"07 a 10 anos";6.856
80029;"Freguesia do Ó";2011;"11 a 14 anos";7.805
80029;"Freguesia do Ó";2011;"15 a 17 anos";5.796
80029;"Freguesia do Ó";2011;"18 a 19 anos";4.070
80029;"Freguesia do Ó";2011;"Total da Seleção";35.643
80029;"Freguesia do Ó";2011;"Total Geral da População";142.141
80030;"Grajaú";2011;"00 a 03 anos";23.051
80030;"Grajaú";2011;"04 a 05 anos";11.239
80030;"Grajaú";2011;"06 anos";5.805
80030;"Grajaú";2011;"07 a 10 anos";25.247
80030;"Grajaú";2011;"11 a 14 anos";28.082
80030;"Grajaú";2011;"15 a 17 anos";20.228
80030;"Grajaú";2011;"18 a 19 anos";13.394
80030;"Grajaú";2011;"Total da Seleção";127.046
80030;"Grajaú";2011;"Total Geral da População";363.503
80031;"Guaianases";2011;"00 a 03 anos";6.375
80031;"Guaianases";2011;"04 a 05 anos";3.155
80031;"Guaianases";2011;"06 anos";1.626
80031;"Guaianases";2011;"07 a 10 anos";7.008
80031;"Guaianases";2011;"11 a 14 anos";7.748
80031;"Guaianases";2011;"15 a 17 anos";5.760
80031;"Guaianases";2011;"18 a 19 anos";3.841
80031;"Guaianases";2011;"Total da Seleção";35.513
80031;"Guaianases";2011;"Total Geral da População";104.469
80033;"Iguatemi";2011;"00 a 03 anos";8.207
80033;"Iguatemi";2011;"04 a 05 anos";4.061
80033;"Iguatemi";2011;"06 anos";2.098
80033;"Iguatemi";2011;"07 a 10 anos";9.087
80033;"Iguatemi";2011;"11 a 14 anos";10.061
80033;"Iguatemi";2011;"15 a 17 anos";7.354
80033;"Iguatemi";2011;"18 a 19 anos";4.873
80033;"Iguatemi";2011;"Total da Seleção";45.741
80033;"Iguatemi";2011;"Total Geral da População";129.647
80034;"Ipiranga";2011;"00 a 03 anos";4.713
80034;"Ipiranga";2011;"04 a 05 anos";2.240
80034;"Ipiranga";2011;"06 anos";1.124
80034;"Ipiranga";2011;"07 a 10 anos";4.683
80034;"Ipiranga";2011;"11 a 14 anos";5.102
80034;"Ipiranga";2011;"15 a 17 anos";3.944
80034;"Ipiranga";2011;"18 a 19 anos";2.846
80034;"Ipiranga";2011;"Total da Seleção";24.652
80034;"Ipiranga";2011;"Total Geral da População";107.404
80035;"Itaim Bibi";2011;"00 a 03 anos";3.609
80035;"Itaim Bibi";2011;"04 a 05 anos";1.514
80035;"Itaim Bibi";2011;"06 anos";705
80035;"Itaim Bibi";2011;"07 a 10 anos";2.626
80035;"Itaim Bibi";2011;"11 a 14 anos";2.606
80035;"Itaim Bibi";2011;"15 a 17 anos";2.150
80035;"Itaim Bibi";2011;"18 a 19 anos";1.702
80035;"Itaim Bibi";2011;"Total da Seleção";14.912
80035;"Itaim Bibi";2011;"Total Geral da População";93.089
80036;"Itaim Paulista";2011;"00 a 03 anos";13.664
80036;"Itaim Paulista";2011;"04 a 05 anos";6.662
80036;"Itaim Paulista";2011;"06 anos";3.447
80036;"Itaim Paulista";2011;"07 a 10 anos";15.084
80036;"Itaim Paulista";2011;"11 a 14 anos";17.004
80036;"Itaim Paulista";2011;"15 a 17 anos";12.518
80036;"Itaim Paulista";2011;"18 a 19 anos";8.328
80036;"Itaim Paulista";2011;"Total da Seleção";76.707
80036;"Itaim Paulista";2011;"Total Geral da População";225.025
80037;"Itaquera";2011;"00 a 03 anos";11.608
80037;"Itaquera";2011;"04 a 05 anos";5.569
80037;"Itaquera";2011;"06 anos";2.870
80037;"Itaquera";2011;"07 a 10 anos";12.519
80037;"Itaquera";2011;"11 a 14 anos";14.031
80037;"Itaquera";2011;"15 a 17 anos";10.088
80037;"Itaquera";2011;"18 a 19 anos";6.755
80037;"Itaquera";2011;"Total da Seleção";63.440
80037;"Itaquera";2011;"Total Geral da População";205.494
80038;"Jabaquara";2011;"00 a 03 anos";11.236
80038;"Jabaquara";2011;"04 a 05 anos";5.230
80038;"Jabaquara";2011;"06 anos";2.642
80038;"Jabaquara";2011;"07 a 10 anos";11.217
80038;"Jabaquara";2011;"11 a 14 anos";12.371
80038;"Jabaquara";2011;"15 a 17 anos";9.079
80038;"Jabaquara";2011;"18 a 19 anos";6.393
80038;"Jabaquara";2011;"Total da Seleção";58.168
80038;"Jabaquara";2011;"Total Geral da População";224.304
80039;"Jaçanã";2011;"00 a 03 anos";4.970
80039;"Jaçanã";2011;"04 a 05 anos";2.481
80039;"Jaçanã";2011;"06 anos";1.277
80039;"Jaçanã";2011;"07 a 10 anos";5.481
80039;"Jaçanã";2011;"11 a 14 anos";5.980
80039;"Jaçanã";2011;"15 a 17 anos";4.305
80039;"Jaçanã";2011;"18 a 19 anos";2.944
80039;"Jaçanã";2011;"Total da Seleção";27.438
80039;"Jaçanã";2011;"Total Geral da População";94.762
80040;"Jaguara";2011;"00 a 03 anos";1.058
80040;"Jaguara";2011;"04 a 05 anos";519
80040;"Jaguara";2011;"06 anos";265
80040;"Jaguara";2011;"07 a 10 anos";1.121
80040;"Jaguara";2011;"11 a 14 anos";1.220
80040;"Jaguara";2011;"15 a 17 anos";900
80040;"Jaguara";2011;"18 a 19 anos";647
80040;"Jaguara";2011;"Total da Seleção";5.730
80040;"Jaguara";2011;"Total Geral da População";24.803
80041;"Jaguaré";2011;"00 a 03 anos";2.661
80041;"Jaguaré";2011;"04 a 05 anos";1.305
80041;"Jaguaré";2011;"06 anos";660
80041;"Jaguaré";2011;"07 a 10 anos";2.747
80041;"Jaguaré";2011;"11 a 14 anos";2.917
80041;"Jaguaré";2011;"15 a 17 anos";2.158
80041;"Jaguaré";2011;"18 a 19 anos";1.512
80041;"Jaguaré";2011;"Total da Seleção";13.960
80041;"Jaguaré";2011;"Total Geral da População";50.378
80042;"Jaraguá";2011;"00 a 03 anos";10.993
80042;"Jaraguá";2011;"04 a 05 anos";5.456
80042;"Jaraguá";2011;"06 anos";2.835
80042;"Jaraguá";2011;"07 a 10 anos";12.395
80042;"Jaraguá";2011;"11 a 14 anos";13.766
80042;"Jaraguá";2011;"15 a 17 anos";9.759
80042;"Jaraguá";2011;"18 a 19 anos";6.473
80042;"Jaraguá";2011;"Total da Seleção";61.677
80042;"Jaraguá";2011;"Total Geral da População";187.490
80043;"Jardim Ângela";2011;"00 a 03 anos";20.094
80043;"Jardim Ângela";2011;"04 a 05 anos";9.727
80043;"Jardim Ângela";2011;"06 anos";4.989
80043;"Jardim Ângela";2011;"07 a 10 anos";21.411
80043;"Jardim Ângela";2011;"11 a 14 anos";23.377
80043;"Jardim Ângela";2011;"15 a 17 anos";16.566
80043;"Jardim Ângela";2011;"18 a 19 anos";10.949
80043;"Jardim Ângela";2011;"Total da Seleção";107.113
80043;"Jardim Ângela";2011;"Total Geral da População";299.406
80044;"Jardim Helena";2011;"00 a 03 anos";8.487
80044;"Jardim Helena";2011;"04 a 05 anos";4.026
80044;"Jardim Helena";2011;"06 anos";2.066
80044;"Jardim Helena";2011;"07 a 10 anos";8.985
80044;"Jardim Helena";2011;"11 a 14 anos";10.113
80044;"Jardim Helena";2011;"15 a 17 anos";7.427
80044;"Jardim Helena";2011;"18 a 19 anos";4.954
80044;"Jardim Helena";2011;"Total da Seleção";46.058
80044;"Jardim Helena";2011;"Total Geral da População";134.939
80045;"Jardim Paulista";2011;"00 a 03 anos";2.834
80045;"Jardim Paulista";2011;"04 a 05 anos";1.233
80045;"Jardim Paulista";2011;"06 anos";589
80045;"Jardim Paulista";2011;"07 a 10 anos";2.292
80045;"Jardim Paulista";2011;"11 a 14 anos";2.389
80045;"Jardim Paulista";2011;"15 a 17 anos";1.918
80045;"Jardim Paulista";2011;"18 a 19 anos";1.608
80045;"Jardim Paulista";2011;"Total da Seleção";12.863
80045;"Jardim Paulista";2011;"Total Geral da População";88.935
80046;"Jardim São Luís";2011;"00 a 03 anos";15.650
80046;"Jardim São Luís";2011;"04 a 05 anos";7.615
80046;"Jardim São Luís";2011;"06 anos";3.907
80046;"Jardim São Luís";2011;"07 a 10 anos";16.773
80046;"Jardim São Luís";2011;"11 a 14 anos";18.366
80046;"Jardim São Luís";2011;"15 a 17 anos";13.079
80046;"Jardim São Luís";2011;"18 a 19 anos";8.965
80046;"Jardim São Luís";2011;"Total da Seleção";84.355
80046;"Jardim São Luís";2011;"Total Geral da População";270.357
80047;"José Bonifácio";2011;"00 a 03 anos";6.928
80047;"José Bonifácio";2011;"04 a 05 anos";3.458
80047;"José Bonifácio";2011;"06 anos";1.786
80047;"José Bonifácio";2011;"07 a 10 anos";7.691
80047;"José Bonifácio";2011;"11 a 14 anos";8.366
80047;"José Bonifácio";2011;"15 a 17 anos";5.915
80047;"José Bonifácio";2011;"18 a 19 anos";3.927
80047;"José Bonifácio";2011;"Total da Seleção";38.071
80047;"José Bonifácio";2011;"Total Geral da População";125.379
80096;"Lajeado";2011;"00 a 03 anos";10.626
80096;"Lajeado";2011;"04 a 05 anos";5.041
80096;"Lajeado";2011;"06 anos";2.600
80096;"Lajeado";2011;"07 a 10 anos";11.430
80096;"Lajeado";2011;"11 a 14 anos";13.004
80096;"Lajeado";2011;"15 a 17 anos";9.499
80096;"Lajeado";2011;"18 a 19 anos";6.315
80096;"Lajeado";2011;"Total da Seleção";58.515
80096;"Lajeado";2011;"Total Geral da População";165.407
80048;"Lapa";2011;"00 a 03 anos";2.498
80048;"Lapa";2011;"04 a 05 anos";1.165
80048;"Lapa";2011;"06 anos";573
80048;"Lapa";2011;"07 a 10 anos";2.296
80048;"Lapa";2011;"11 a 14 anos";2.392
80048;"Lapa";2011;"15 a 17 anos";1.860
80048;"Lapa";2011;"18 a 19 anos";1.388
80048;"Lapa";2011;"Total da Seleção";12.172
80048;"Lapa";2011;"Total Geral da População";65.935
80049;"Liberdade";2011;"00 a 03 anos";2.704
80049;"Liberdade";2011;"04 a 05 anos";1.219
80049;"Liberdade";2011;"06 anos";592
80049;"Liberdade";2011;"07 a 10 anos";2.354
80049;"Liberdade";2011;"11 a 14 anos";2.535
80049;"Liberdade";2011;"15 a 17 anos";2.120
80049;"Liberdade";2011;"18 a 19 anos";1.714
80049;"Liberdade";2011;"Total da Seleção";13.238
80049;"Liberdade";2011;"Total Geral da População";69.488
80050;"Limão";2011;"00 a 03 anos";4.005
80050;"Limão";2011;"04 a 05 anos";1.902
80050;"Limão";2011;"06 anos";960
80050;"Limão";2011;"07 a 10 anos";4.034
80050;"Limão";2011;"11 a 14 anos";4.404
80050;"Limão";2011;"15 a 17 anos";3.303
80050;"Limão";2011;"18 a 19 anos";2.365
80050;"Limão";2011;"Total da Seleção";20.973
80050;"Limão";2011;"Total Geral da População";80.086
80051;"Mandaqui";2011;"00 a 03 anos";4.691
80051;"Mandaqui";2011;"04 a 05 anos";2.251
80051;"Mandaqui";2011;"06 anos";1.155
80051;"Mandaqui";2011;"07 a 10 anos";5.011
80051;"Mandaqui";2011;"11 a 14 anos";5.671
80051;"Mandaqui";2011;"15 a 17 anos";4.278
80051;"Mandaqui";2011;"18 a 19 anos";3.018
80051;"Mandaqui";2011;"Total da Seleção";26.075
80051;"Mandaqui";2011;"Total Geral da População";107.786
80052;"Marsilac";2011;"00 a 03 anos";475
80052;"Marsilac";2011;"04 a 05 anos";233
80052;"Marsilac";2011;"06 anos";126
80052;"Marsilac";2011;"07 a 10 anos";592
80052;"Marsilac";2011;"11 a 14 anos";707
80052;"Marsilac";2011;"15 a 17 anos";483
80052;"Marsilac";2011;"18 a 19 anos";306
80052;"Marsilac";2011;"Total da Seleção";2.922
80052;"Marsilac";2011;"Total Geral da População";8.264
80032;"Moema";2011;"00 a 03 anos";3.138
80032;"Moema";2011;"04 a 05 anos";1.393
80032;"Moema";2011;"06 anos";671
80032;"Moema";2011;"07 a 10 anos";2.626
80032;"Moema";2011;"11 a 14 anos";2.688
80032;"Moema";2011;"15 a 17 anos";2.095
80032;"Moema";2011;"18 a 19 anos";1.582
80032;"Moema";2011;"Total da Seleção";14.193
80032;"Moema";2011;"Total Geral da População";84.044
80053;"Mooca";2011;"00 a 03 anos";3.120
80053;"Mooca";2011;"04 a 05 anos";1.428
80053;"Mooca";2011;"06 anos";701
80053;"Mooca";2011;"07 a 10 anos";2.819
80053;"Mooca";2011;"11 a 14 anos";3.017
80053;"Mooca";2011;"15 a 17 anos";2.440
80053;"Mooca";2011;"18 a 19 anos";1.832
80053;"Mooca";2011;"Total da Seleção";15.357
80053;"Mooca";2011;"Total Geral da População";76.218
80054;"Morumbi";2011;"00 a 03 anos";2.235
80054;"Morumbi";2011;"04 a 05 anos";1.061
80054;"Morumbi";2011;"06 anos";538
80054;"Morumbi";2011;"07 a 10 anos";2.283
80054;"Morumbi";2011;"11 a 14 anos";2.481
80054;"Morumbi";2011;"15 a 17 anos";1.783
80054;"Morumbi";2011;"18 a 19 anos";1.232
80054;"Morumbi";2011;"Total da Seleção";11.613
80054;"Morumbi";2011;"Total Geral da População";47.540
80055;"Parelheiros";2011;"00 a 03 anos";8.661
80055;"Parelheiros";2011;"04 a 05 anos";4.248
80055;"Parelheiros";2011;"06 anos";2.211
80055;"Parelheiros";2011;"07 a 10 anos";9.738
80055;"Parelheiros";2011;"11 a 14 anos";10.939
80055;"Parelheiros";2011;"15 a 17 anos";7.830
80055;"Parelheiros";2011;"18 a 19 anos";5.043
80055;"Parelheiros";2011;"Total da Seleção";48.670
80055;"Parelheiros";2011;"Total Geral da População";133.181
80056;"Pari";2011;"00 a 03 anos";936
80056;"Pari";2011;"04 a 05 anos";439
80056;"Pari";2011;"06 anos";217
80056;"Pari";2011;"07 a 10 anos";875
80056;"Pari";2011;"11 a 14 anos";922
80056;"Pari";2011;"15 a 17 anos";702
80056;"Pari";2011;"18 a 19 anos";523
80056;"Pari";2011;"Total da Seleção";4.614
