"Código Localidade";"Nome Localidade";"Ano";"Faixa Etária - Escolar";"Total"
80001;"Água Rasa";2012;"00 a 03 anos";3.516
80001;"Água Rasa";2012;"04 a 05 anos";1.603
80001;"Água Rasa";2012;"06 anos";794
80001;"Água Rasa";2012;"07 a 10 anos";3.264
80001;"Água Rasa";2012;"11 a 14 anos";3.573
80001;"Água Rasa";2012;"15 a 17 anos";2.848
80001;"Água Rasa";2012;"18 a 19 anos";2.051
80001;"Água Rasa";2012;"Total da Seleção";17.649
80001;"Água Rasa";2012;"Total Geral da População";84.576
80002;"Alto de Pinheiros";2012;"00 a 03 anos";1.419
80002;"Alto de Pinheiros";2012;"04 a 05 anos";698
80002;"Alto de Pinheiros";2012;"06 anos";349
80002;"Alto de Pinheiros";2012;"07 a 10 anos";1.432
80002;"Alto de Pinheiros";2012;"11 a 14 anos";1.547
80002;"Alto de Pinheiros";2012;"15 a 17 anos";1.270
80002;"Alto de Pinheiros";2012;"18 a 19 anos";935
80002;"Alto de Pinheiros";2012;"Total da Seleção";7.650
80002;"Alto de Pinheiros";2012;"Total Geral da População";42.724
80003;"Anhanguera";2012;"00 a 03 anos";4.277
80003;"Anhanguera";2012;"04 a 05 anos";2.057
80003;"Anhanguera";2012;"06 anos";1.054
80003;"Anhanguera";2012;"07 a 10 anos";4.546
80003;"Anhanguera";2012;"11 a 14 anos";5.110
80003;"Anhanguera";2012;"15 a 17 anos";3.895
80003;"Anhanguera";2012;"18 a 19 anos";2.627
80003;"Anhanguera";2012;"Total da Seleção";23.566
80003;"Anhanguera";2012;"Total Geral da População";69.686
80004;"Aricanduva";2012;"00 a 03 anos";4.198
80004;"Aricanduva";2012;"04 a 05 anos";2.004
80004;"Aricanduva";2012;"06 anos";1.018
80004;"Aricanduva";2012;"07 a 10 anos";4.340
80004;"Aricanduva";2012;"11 a 14 anos";4.831
80004;"Aricanduva";2012;"15 a 17 anos";3.708
80004;"Aricanduva";2012;"18 a 19 anos";2.560
80004;"Aricanduva";2012;"Total da Seleção";22.659
80004;"Aricanduva";2012;"Total Geral da População";88.779
80005;"Artur Alvim";2012;"00 a 03 anos";5.060
80005;"Artur Alvim";2012;"04 a 05 anos";2.403
80005;"Artur Alvim";2012;"06 anos";1.212
80005;"Artur Alvim";2012;"07 a 10 anos";5.109
80005;"Artur Alvim";2012;"11 a 14 anos";5.634
80005;"Artur Alvim";2012;"15 a 17 anos";4.382
80005;"Artur Alvim";2012;"18 a 19 anos";3.048
80005;"Artur Alvim";2012;"Total da Seleção";26.848
80005;"Artur Alvim";2012;"Total Geral da População";104.225
80006;"Barra Funda";2012;"00 a 03 anos";684
80006;"Barra Funda";2012;"04 a 05 anos";303
80006;"Barra Funda";2012;"06 anos";145
80006;"Barra Funda";2012;"07 a 10 anos";552
80006;"Barra Funda";2012;"11 a 14 anos";546
80006;"Barra Funda";2012;"15 a 17 anos";418
80006;"Barra Funda";2012;"18 a 19 anos";317
80006;"Barra Funda";2012;"Total da Seleção";2.965
80006;"Barra Funda";2012;"Total Geral da População";14.699
80007;"Bela Vista";2012;"00 a 03 anos";2.678
80007;"Bela Vista";2012;"04 a 05 anos";1.107
80007;"Bela Vista";2012;"06 anos";519
80007;"Bela Vista";2012;"07 a 10 anos";1.983
80007;"Bela Vista";2012;"11 a 14 anos";2.078
80007;"Bela Vista";2012;"15 a 17 anos";1.710
80007;"Bela Vista";2012;"18 a 19 anos";1.444
80007;"Bela Vista";2012;"Total da Seleção";11.519
80007;"Bela Vista";2012;"Total Geral da População";70.315
80008;"Belém";2012;"00 a 03 anos";2.615
80008;"Belém";2012;"04 a 05 anos";1.051
80008;"Belém";2012;"06 anos";495
80008;"Belém";2012;"07 a 10 anos";1.930
80008;"Belém";2012;"11 a 14 anos";2.014
80008;"Belém";2012;"15 a 17 anos";1.526
80008;"Belém";2012;"18 a 19 anos";1.125
80008;"Belém";2012;"Total da Seleção";10.756
80008;"Belém";2012;"Total Geral da População";45.964
80009;"Bom Retiro";2012;"00 a 03 anos";2.030
80009;"Bom Retiro";2012;"04 a 05 anos";880
80009;"Bom Retiro";2012;"06 anos";426
80009;"Bom Retiro";2012;"07 a 10 anos";1.691
80009;"Bom Retiro";2012;"11 a 14 anos";1.772
80009;"Bom Retiro";2012;"15 a 17 anos";1.340
80009;"Bom Retiro";2012;"18 a 19 anos";992
80009;"Bom Retiro";2012;"Total da Seleção";9.131
80009;"Bom Retiro";2012;"Total Geral da População";34.978
80010;"Brás";2012;"00 a 03 anos";1.769
80010;"Brás";2012;"04 a 05 anos";724
80010;"Brás";2012;"06 anos";347
80010;"Brás";2012;"07 a 10 anos";1.388
80010;"Brás";2012;"11 a 14 anos";1.499
80010;"Brás";2012;"15 a 17 anos";1.148
